Category,Forum Name,Title,Ravelry Link/Message,Tags,Catbox link,Column 1,Column 8,Column 9
Designer A–F,caitlin-hunter,Oksa,https://www.ravelry.com/patterns/library/oksa,Pullover,https://files.catbox.moe/gy4qxn.pdf,,,
Designer A–F,caitlin-hunter,Northerly,https://www.ravelry.com/patterns/library/northerly,Pullover,https://files.catbox.moe/c40a11.pdf,,,
Designer A–F,caitlin-hunter,Nordiska,https://www.ravelry.com/patterns/library/nordiska,,https://files.catbox.moe/ocm17x.pdf,,,
Designer A–F,caitlin-hunter,Ninilchik Swancho,https://www.ravelry.com/patterns/library/ninilchik-swoncho,,https://files.catbox.moe/opc6n5.pdf,,,
Designer A–F,caitlin-hunter,Nelchina Pullover,https://www.ravelry.com/patterns/library/nelchina,Pullover,https://files.catbox.moe/uvgsjl.pdf,,,
Designer A–F,caitlin-hunter,Nelchina Cardigan,https://www.ravelry.com/patterns/library/nelchina,Pullover,https://files.catbox.moe/0bc1k4.pdf,,,
Designer A–F,caitlin-hunter,Neigh,https://www.ravelry.com/patterns/library/neigh,,https://files.catbox.moe/ncw0j7.pdf,,,
Designer A–F,caitlin-hunter,Navelli,https://www.ravelry.com/patterns/library/navelli,"Pullover, Top/Tank/Blouse",https://files.catbox.moe/4z8pmd.pdf,,,
Designer A–F,caitlin-hunter,Mozart Pullover,https://www.ravelry.com/patterns/library/mozart-pullover,,https://files.catbox.moe/ecr7tw.pdf,,,
Designer A–F,caitlin-hunter,Misurina,https://www.ravelry.com/patterns/library/misurina,,https://files.catbox.moe/lyf2nu.pdf,,,
Designer A–F,caitlin-hunter,Marettimo,https://www.ravelry.com/patterns/library/marettimo,,https://files.catbox.moe/0let4a.pdf,,,
Designer A–F,caitlin-hunter,Little Cabin,https://www.ravelry.com/patterns/library/little-cabin,,https://files.catbox.moe/gcgkvh.pdf,,,
Designer A–F,caitlin-hunter,Lilou,https://www.ravelry.com/patterns/library/lilou,hat,https://files.catbox.moe/rqohix.pdf,,,
Designer A–F,caitlin-hunter,Koivua,https://www.ravelry.com/patterns/library/koivua,Pullover,https://files.catbox.moe/99kk23.pdf,,,
Designer A–F,caitlin-hunter,Kevät,https://www.ravelry.com/patterns/library/kevat-4,,https://files.catbox.moe/81dzc6.pdf,,,
Designer A–F,caitlin-hunter,Jupiter Crop,https://www.ravelry.com/patterns/library/jupiter-crop,,https://files.catbox.moe/kzmkew.pdf,,,
Designer A–F,caitlin-hunter,Iskald,https://www.ravelry.com/patterns/library/iskald,Pullover,https://files.catbox.moe/r0k0gp.pdf,,,
Designer A–F,caitlin-hunter,Immortalists,https://www.ravelry.com/patterns/library/immortalists,cowl,https://files.catbox.moe/hn5jr7.pdf,,,
Designer A–F,caitlin-hunter,Ilya,https://www.ravelry.com/patterns/library/ilya,,https://files.catbox.moe/kcrbnn.pdf,,,
Designer A–F,caitlin-hunter,Hawthorne Tank,https://www.ravelry.com/patterns/library/hawthorne-tank,Top/Tank/Blouse,https://files.catbox.moe/uyf5vq.pdf,,,
Designer A–F,caitlin-hunter,Halu,https://www.ravelry.com/patterns/library/halu-2,Pullover,https://files.catbox.moe/swq0zj.pdf,,,
Designer A–F,caitlin-hunter,Halibut Mittens,https://www.ravelry.com/patterns/library/halibut-mittens,,https://files.catbox.moe/jllrq0.pdf,,,
Designer A–F,caitlin-hunter,Halibut Hat,https://www.ravelry.com/patterns/library/halibut-hat,Hat,https://files.catbox.moe/d7cel3.pdf,,,
Designer A–F,caitlin-hunter,Halibut Cowl,https://www.ravelry.com/patterns/library/halibut-cowl,,https://files.catbox.moe/xmra17.pdf,,,
Designer A–F,caitlin-hunter,Halibut cardigan,https://www.ravelry.com/patterns/library/halibut-cardigan,Cardigan,https://files.catbox.moe/g7pi4h.pdf,,,
Designer A–F,caitlin-hunter,Halibut,https://www.ravelry.com/patterns/library/halibut,Pullover,https://files.catbox.moe/k5vl59.pdf,,,
Designer A–F,caitlin-hunter,Guthrie,https://www.ravelry.com/patterns/library/guthrie,,https://files.catbox.moe/7qib8u.pdf,,,
Designer A–F,caitlin-hunter,Gloam,https://www.ravelry.com/patterns/library/gloam,,https://files.catbox.moe/o775qi.pdf,,,
Designer A–F,caitlin-hunter,Girdwood,https://www.ravelry.com/patterns/library/girdwood,Pullover,https://files.catbox.moe/fbwy1n.pdf,,,
Designer A–F,caitlin-hunter,Ghost Horses,https://www.ravelry.com/patterns/library/ghost-horses,"Pullover, Top/Tank/Blouse",https://files.catbox.moe/77co4d.pdf,,,
Designer A–F,caitlin-hunter,Festive Doodle,https://www.ravelry.com/patterns/library/festive-doodle,,https://files.catbox.moe/iro8xj.pdf,,,
Designer A–F,caitlin-hunter,Engle,https://www.ravelry.com/patterns/library/engle-2,,https://files.catbox.moe/g6jxax.pdf,,,
Designer A–F,caitlin-hunter,Easy V,https://www.ravelry.com/patterns/library/easy-v-2,Pullover,https://files.catbox.moe/ia0e4n.pdf,,,
Designer A–F,caitlin-hunter,Cold Hearts Hat,https://www.ravelry.com/patterns/library/cold-hearts-hat,,https://files.catbox.moe/1s6ws9.pdf,,,
Designer A–F,caitlin-hunter,Cold Hearts Cowl,https://www.ravelry.com/patterns/library/cold-hearts-cowl,,https://files.catbox.moe/tx7mjo.pdf,,,
Designer A–F,caitlin-hunter,Caribou Hills Hat,https://www.ravelry.com/patterns/library/caribou-hills-hat,Hat,https://files.catbox.moe/4uriw7.pdf,,,
Designer A–F,caitlin-hunter,Caribou Hills,https://www.ravelry.com/patterns/library/caribou-hills,Pullover,https://files.catbox.moe/11v9io.pdf,,,
Designer A–F,caitlin-hunter,Birkin,https://www.ravelry.com/patterns/library/birkin-3,Pullover,https://files.catbox.moe/nrk6az.pdf,,,
Designer A–F,caitlin-hunter,Bergman Sweater,https://www.ravelry.com/patterns/library/bergman-sweater,,https://files.catbox.moe/pgd15w.pdf,,,
Designer A–F,caitlin-hunter,Baltian,https://www.ravelry.com/patterns/library/baltian,,https://files.catbox.moe/qdijdh.pdf,,,
Designer A–F,caitlin-hunter,Awilda,https://www.ravelry.com/patterns/library/awilda,,https://files.catbox.moe/1hb9fn.pdf,,,
Designer A–F,caitlin-hunter,Autumn Alpine,https://www.ravelry.com/patterns/library/autumn-alpine,Pullover,https://files.catbox.moe/itty72.pdf,,,
Designer A–F,caitlin-hunter,Alyeska,https://www.ravelry.com/patterns/library/alyeska-2,Pullover,https://files.catbox.moe/bb6oq5.pdf,,,
Designer A–F,caitlin-hunter,Alpine Bloom Hat,https://www.ravelry.com/patterns/library/alpine-bloom-hat,,https://files.catbox.moe/r1hra1.pdf,,,
Designer A–F,caitlin-hunter,Alpine Bloom,https://www.ravelry.com/patterns/library/alpine-bloom,,https://files.catbox.moe/d3o73s.pdf,,,
Designer A–F,caitlin-hunter,Albina,https://www.ravelry.com/patterns/library/albina-3,Pullover,https://files.catbox.moe/aiqk1b.pdf,,,
Designer A–F,caledonia-dreamin,Topaz Sweater,https://www.ravelry.com/patterns/library/topaz-sweater,Pullover,https://files.catbox.moe/98znkv.pdf,,,
Designer A–F,caledonia-dreamin,Philae Sweater,https://www.ravelry.com/patterns/library/philae-sweater,Pullover,https://files.catbox.moe/ja18he.pdf,,,
Designer A–F,caledonia-dreamin,Erebus Sweater,https://www.ravelry.com/patterns/library/erebus,Pullover,https://files.catbox.moe/926kdq.pdf,,,
Designer A–F,Caledonia-dreamin,Dryad Sweater Top Down,https://www.ravelry.com/patterns/library/dryad-sweater-top-down,Pullover,https://files.catbox.moe/l9hul9.pdf,,,
Designer A–F,caledonia-dreamin,Dryad Sweater Bottom Up,https://www.ravelry.com/patterns/library/dryad-sweater,Pullover,https://files.catbox.moe/qpy6sh.pdf,,,
Designer A–F,caledonia-dreamin,Capucharpe,https://www.ravelry.com/patterns/library/capucharpe,Hat,https://files.catbox.moe/5qrdk5.pdf,,,
Designer A–F,caledonia-dreamin,Aelita,https://www.ravelry.com/patterns/library/aelita-2,Top/Tank/Blouse,https://files.catbox.moe/4row9q.pdf,,,
Designer A–F,camilla-vad,Sirius,https://www.ravelry.com/patterns/library/sirius-8,Pullover,https://files.catbox.moe/9ckov2.pdf,,,
Designer A–F,camilla-vad,Magnolia Mini,https://www.ravelry.com/patterns/library/magnolia-mini,"child, baby",https://files.catbox.moe/biclc9.pdf,,,
Designer A–F,camilla-vad,Magnolia Hat,https://www.ravelry.com/patterns/library/magnolia-hat-2,,https://files.catbox.moe/b5psh4.pdf,,,
Designer A–F,camilla-vad,Magnolia Chunky Cardigan,https://www.ravelry.com/patterns/library/magnolia-chunky-cardigan,Cardigan,https://files.catbox.moe/q290d8.pdf,,,
Designer A–F,camilla-vad,Magnolia Bloom Lite,https://www.ravelry.com/patterns/library/magnolia-bloom-lite,Top/Tank/Blouse,https://files.catbox.moe/w1d0kn.pdf,,,
Designer A–F,camilla-vad,Magnolia Bloom,https://www.ravelry.com/patterns/library/magnolia-bloom-2,Pullover,"https://files.catbox.moe/il9fn8.pdf,https://files.catbox.moe/w1d0kn.pdf",,,
Designer A–F,camilla-vad,Grærup Sweater,https://www.ravelry.com/patterns/library/grrup-sweater,Pullover,https://files.catbox.moe/xiet8c.pdf,,,
Designer A–F,camilla-vad,Grærup Chunky,https://www.ravelry.com/patterns/library/grrup-chunky,Pullover,"https://files.catbox.moe/cku3ex.pdf,https://files.catbox.moe/zk6p53.pdf",,,
Designer A–F,camilla-vad,Flora Slipover,https://www.ravelry.com/patterns/library/flora-slipover,Vest/Slipover,https://files.catbox.moe/gz9xsg.pdf,,,
Designer A–F,camilla-vad,Field Sweater,https://www.ravelry.com/patterns/library/field-sweater,Pullover,https://files.catbox.moe/x4bmsy.pdf,,,
Designer A–F,camilla-vad,Field Slipover,https://www.ravelry.com/patterns/library/field-slipover,,https://files.catbox.moe/srjpbj.pdf,,,
Designer A–F,camilla-vad,Field Mittens,https://www.ravelry.com/patterns/library/field-mittens-2,Accessory,https://files.catbox.moe/yr5cir.pdf,,,
Designer A–F,camilla-vad,Field Cardigan,https://www.ravelry.com/patterns/library/field-cardigan-2,Cardigan,https://files.catbox.moe/3ufuic.pdf,,,
Designer A–F,camilla-vad,Field Beret,https://www.ravelry.com/patterns/library/field-beret,,https://files.catbox.moe/v3byud.pdf,,,
Designer A–F,camilla-vad,Esther,https://www.ravelry.com/patterns/library/esther-18,,https://files.catbox.moe/9obdrz.pdf,,,
Designer A–F,camilla-vad,Emilie Vest,https://www.ravelry.com/patterns/library/emilie-vest-2,,https://files.catbox.moe/ypkboh.pdf,,,
Designer A–F,camilla-vad,Ellen,https://www.ravelry.com/patterns/library/ellen-21,Top/Tank/Blouse,https://files.catbox.moe/v16oe5.pdf,,,
Designer A–F,camilla-vad,Bloom Vest,https://www.ravelry.com/patterns/library/bloom-vest,Vest/Slipover,https://files.catbox.moe/bronzh.pdf,,,
Designer A–F,camilla-vad,Aimée,https://www.ravelry.com/patterns/library/aimee-8,Pullover,https://files.catbox.moe/s0e842.pdf,,,
Designer A–F,camilla-vad,Agnes Jumper,https://www.ravelry.com/patterns/library/agnes-jumper,Pullover,https://files.catbox.moe/jv8nqb.pdf,,,
Designer A–F,camille-k,Saguaro Cardigan,https://www.ravelry.com/patterns/library/saguaro-cardigan,Cardigan,https://files.catbox.moe/rvcuyb.pdf,,,
Designer A–F,camille-k,May Be Lily Tank,https://www.ravelry.com/patterns/library/may-be-lily-tank,Top/Tank/Blouse,https://files.catbox.moe/4h6hol.pdf,,,
Designer A–F,camille-k,Frou Frou Sweater,https://www.ravelry.com/patterns/library/frou-frou-sweater,Top/Tank/Blouse,https://files.catbox.moe/zizcgo.pdf,,,
Designer A–F,camille-k,Ciana Top,https://www.ravelry.com/patterns/library/ciana-top-2,Top/Tank/Blouse,https://files.catbox.moe/082d4s.pdf,,,
Designer A–F,camille-k,Be My Tulip Top,https://www.ravelry.com/patterns/library/be-my-tulip-top,Top/Tank/Blouse,https://files.catbox.moe/3xhggl.pdf,,,
Designer A–F,camille-k,Ballerina Romance Sweater,https://www.ravelry.com/patterns/library/ballerina-romance-sweater,Pullover,https://files.catbox.moe/ray40t.pdf,,,
Designer A–F,celina-dyhring-knitsfordays,Sunray Sweater,https://www.ravelry.com/patterns/library/sunray-sweater,,https://files.catbox.moe/skx4ju.pdf,,,
Designer A–F,celina-dyhring-knitsfordays,Summer Shirt,https://www.ravelry.com/patterns/library/summer-shirt,,https://files.catbox.moe/axef7z.pdf,,,
Designer A–F,celina-dyhring-knitsfordays,Everyday Sweater,https://www.ravelry.com/patterns/library/everyday-sweater-9,Pullover,https://files.catbox.moe/37t8sb.pdf,,,
Designer A–F,celina-dyhring-knitsfordays,Celeste Cardigan,https://www.ravelry.com/patterns/library/celeste-cardigan-3,Cardigan,https://files.catbox.moe/b5bi7q.pdf,,,
Designer A–F,charlotte-stone-knits,You Silly Goose socks,https://www.ravelry.com/patterns/library/you-silly-goose-socks,Socks,https://files.catbox.moe/lulqrd.pdf,,,
Designer A–F,charlotte-stone-knits,Whoops a Daisy socks,https://www.ravelry.com/patterns/library/whoops-a-daisy-socks,Socks,https://files.catbox.moe/a1w36x.pdf,,,
Designer A–F,charlotte-stone-knits,Under the Quilt socks,https://www.ravelry.com/patterns/library/under-the-quilt-socks,Socks,https://files.catbox.moe/xz91t0.pdf,,,
Designer A–F,charlotte-stone-knits,The Truth is Out There socks,https://www.ravelry.com/patterns/library/the-truth-is-out-there-socks,Socks,https://files.catbox.moe/n5oc01.pdf,,,
Designer A–F,charlotte-stone-knits,Sunflower Power Beanie,https://www.ravelry.com/patterns/library/sunflower-power-beanie,Hat,https://files.catbox.moe/7ja3fy.pdf,,,
Designer A–F,charlotte-stone-knits,Rad Radish socks,https://www.ravelry.com/patterns/library/rad-radish-socks,Socks,https://files.catbox.moe/l2j0xu.pdf,,,
Designer A–F,charlotte-stone-knits,Play Socks,https://www.ravelry.com/patterns/library/play-socks,Socks,https://files.catbox.moe/kzl785.pdf,,,
Designer A–F,charlotte-stone-knits,Magic Toadstool Socks,https://www.ravelry.com/patterns/library/magic-toadstool-socks,Socks,https://files.catbox.moe/hjvxw3.pdf,,,
Designer A–F,charlotte-stone-knits,Lucky Sunflower mitts,https://www.ravelry.com/patterns/library/lucky-sunflower-mitts,Accessory,https://files.catbox.moe/uyd01v.pdf,,,
Designer A–F,charlotte-stone-knits,Just peachy pumpkin sock set,https://www.ravelry.com/patterns/library/just-peachy-pumpkin-sock-set,Socks,https://files.catbox.moe/mx341z.pdf,,,
Designer A–F,charlotte-stone-knits,Joyful Colorwork Socks: 25 New Knitting Patterns for Fun & Whimsical Footwear,https://www.ravelry.com/patterns/sources/joyful-colorwork-socks-25-new-knitting-patterns-for-fun--whimsical-footwear,,https://files.catbox.moe/rbbwb1.pdf,,,
Designer A–F,charlotte-stone-knits,Jolly Jellyfish socks set,https://www.ravelry.com/patterns/library/jolly-jellyfish-socks-set,Socks,https://files.catbox.moe/qxlgxg.pdf,,,
Designer A–F,charlotte-stone-knits,Jardiniere socks,https://www.ravelry.com/patterns/library/jardiniere-socks,Socks,https://files.catbox.moe/et6ug2.pdf,,,
Designer A–F,charlotte-stone-knits,Itty Bitty Berry socks,https://www.ravelry.com/patterns/library/itty-bitty-berry-socks,Socks,https://files.catbox.moe/59okxu.pdf,,,
Designer A–F,charlotte-stone-knits,I´m Batty for Halloween,https://www.ravelry.com/patterns/library/i-m-batty-for-halloween,Socks,https://files.catbox.moe/fwlwp7.pdf,,,
Designer A–F,charlotte-stone-knits,Herding Hens Sock Set,https://www.ravelry.com/patterns/library/herding-hens-sock-set,Socks,https://files.catbox.moe/i2kk9q.pdf,,,
Designer A–F,charlotte-stone-knits,Herding Cats Socks,https://www.ravelry.com/patterns/library/herding-cats-socks,Socks,https://files.catbox.moe/981zom.pdf,,,
Designer A–F,charlotte-stone-knits,Forever Autumn sock set,https://www.ravelry.com/patterns/library/forever-autumn-sock-set,Socks,https://files.catbox.moe/2ewfox.pdf,,,
Designer A–F,charlotte-stone-knits,Field of Sunflowers sock set,https://www.ravelry.com/patterns/library/field-of-sunflowers-sock-set,Socks,https://files.catbox.moe/c28vda.pdf,,,
Designer A–F,charlotte-stone-knits,Feeling fruity socks,https://www.ravelry.com/patterns/library/feeling-fruity-socks,Socks,https://files.catbox.moe/cviixe.pdf,,,
Designer A–F,charlotte-stone-knits,Cosmic Flow socks,https://www.ravelry.com/patterns/library/cosmic-flow-socks,Socks,https://files.catbox.moe/nx3xrt.pdf,,,
Designer A–F,charlotte-stone-knits,Climb Every Mountain socks,https://www.ravelry.com/patterns/library/climb-every-mountain-socks-2,Socks,https://files.catbox.moe/2q4o26.pdf,,,
Designer A–F,charlotte-stone-knits,Christmas Pudding socks,https://www.ravelry.com/patterns/library/christmas-pudding-socks,Socks,https://files.catbox.moe/fy2xrv.pdf,,,
Designer A–F,charlotte-stone-knits,"Charming Colorwork Socks: 25 Delightful Knitting Patterns for Colorful, Comfy Footwear",https://www.ravelry.com/patterns/sources/charming-colorwork-socks-25-delightful-knitting-patterns-for-colorful-comfy-footwear,Socks,https://files.catbox.moe/qe6j69.pd,,,
Designer A–F,charlotte-stone-knits,Berry Special socks,https://www.ravelry.com/patterns/library/berry-special-socks,Socks,https://files.catbox.moe/c4fo0j.pdf,,,
Designer A–F,charlotte-stone-knits,Bernie´s Socks,https://www.ravelry.com/patterns/library/bernie-s-socks,Socks,https://files.catbox.moe/lqhqqg.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Stornoway Sweater,https://www.ravelry.com/patterns/library/stornoway-sweater,Pullover,https://files.catbox.moe/42syo3.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Skye Hood,https://www.ravelry.com/patterns/library/skye-hood,"Hat, Accessory, Neckwear",https://files.catbox.moe/80aryv.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Seaside Tee Light,https://www.ravelry.com/patterns/library/seaside-tee-light,Top/Tank/Blouse,https://files.catbox.moe/1gwv0y.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Seaside Tee,https://www.ravelry.com/patterns/library/seaside-tee,Top/Tank/Blouse,https://files.catbox.moe/jwx4oa.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Salcombe Sweater,https://www.ravelry.com/patterns/library/salcombe-sweater,Pullover,https://files.catbox.moe/a9jm72.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Saharan Sweater V Neck,https://www.ravelry.com/patterns/library/saharan-sweater-v-neck,Pullover,https://files.catbox.moe/bkvxwl.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Nordic Snowflake Sweater,https://www.ravelry.com/patterns/library/nordic-snowflake-sweater-2,Pullover,https://files.catbox.moe/g2pb40.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Montrose Sweater,https://www.ravelry.com/patterns/library/montrose-sweater-2,Pullover,https://files.catbox.moe/amwmpz.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Montrose Cardigan,https://www.ravelry.com/patterns/library/montrose-cardigan,Cardigan,https://files.catbox.moe/n379t2.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Mia Sweater,https://www.ravelry.com/patterns/library/mia-sweater-2,Pullover,https://files.catbox.moe/5kwux6.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Mia Summer Tee,https://www.ravelry.com/patterns/library/mia-summer-tee,Top/Tank/Blouse,https://files.catbox.moe/j0mpxu.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Mia Cardigan,https://www.ravelry.com/patterns/library/mia-cardigan-12,Cardigan,https://files.catbox.moe/ikgqyf.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Maritime Tee,https://www.ravelry.com/patterns/library/maritime-tee,Top/Tank/Blouse,https://files.catbox.moe/6v7fpf.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Highlands Sweater,https://www.ravelry.com/patterns/library/highlands-sweater,,https://files.catbox.moe/rkznvu.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Hebrides Hood,https://www.ravelry.com/patterns/library/hebrides-hood,"Hat, Accessory, Neckwear",https://files.catbox.moe/4w3tzm.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Harris Hood,https://www.ravelry.com/patterns/library/harris-hood,Hat,https://files.catbox.moe/pafbai.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Cambersands Sweater,https://www.ravelry.com/patterns/library/cambersands-sweater,Pullover,https://files.catbox.moe/gcbpsn.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Barnsley Sweater,https://www.ravelry.com/patterns/library/barnsley-sweater,"Pullover, Top/Tank/Blouse",https://files.catbox.moe/frl0g4.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Audrey Jacket,https://www.ravelry.com/patterns/library/audrey-jacket,Cardigan,https://files.catbox.moe/2pje0d.pdf,,,
Designer A–F,cheryl-mokhtari-coco-amour,Amesbury Cardigan,https://www.ravelry.com/patterns/library/amesbury-cardigan-2,Cardigan,https://files.catbox.moe/ezm92x.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Wren,https://www.ravelry.com/patterns/library/wren-15,stuffed toy,https://files.catbox.moe/7twzaf.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Wren,https://www.ravelry.com/patterns/library/wren-15,,https://files.catbox.moe/7twzaf.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Woolly Sheep,https://www.ravelry.com/patterns/library/woolly-sheep-4,stuffed toy,https://files.catbox.moe/evq8g5.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Winter White Owl,https://www.ravelry.com/patterns/library/winter-white-owl,stuffed toy,https://files.catbox.moe/05unjw.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Winter White Owl,https://www.ravelry.com/patterns/library/winter-white-owl,,https://files.catbox.moe/05unjw.pdf,,,
Designer A–F,claire-garland-dot-pebbles,White Mouse,https://www.ravelry.com/patterns/library/white-mouse,stuffed toy,https://files.catbox.moe/m18zye.pdf,,,
Designer A–F,claire-garland-dot-pebbles,White Mouse,https://www.ravelry.com/patterns/library/white-mouse,,https://files.catbox.moe/m18zye.pdf,,,
Designer A–F,claire-garland-dot-pebbles,White Buck,https://www.ravelry.com/patterns/library/white-buck,stuffed toy,https://files.catbox.moe/k5ttt6.pdf,,,
Designer A–F,claire-garland-dot-pebbles,White Buck,https://www.ravelry.com/patterns/library/white-buck,,https://files.catbox.moe/k5ttt6.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Wabbit the Rabbit,https://www.ravelry.com/patterns/library/wabbit-the-rabbit,stuffed toy,https://files.catbox.moe/an4epz.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Triceretops,https://www.ravelry.com/patterns/library/triceratops-31,stuffed toy,https://files.catbox.moe/xg8t5s.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Triceretops,https://www.ravelry.com/patterns/library/triceratops-31,,https://files.catbox.moe/xg8t5s.pdf,,,
Designer A–F,claire-garland-dot-pebbles,To the Moon and Back,https://www.ravelry.com/patterns/library/to-the-moon-and-back-4,stuffed toy,,,,
Designer A–F,claire-garland-dot-pebbles,Teeny Tiny Bunny,https://www.ravelry.com/patterns/library/teeny-tiny-bunny,stuffed toy,https://files.catbox.moe/2rpcw0.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Tawny Owl,https://www.ravelry.com/patterns/library/tawny-owl-3,stuffed toy,https://files.catbox.moe/5yktd4.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Sweet Rabbit,https://www.ravelry.com/patterns/library/sweet-rabbit-3,stuffed toy,https://files.catbox.moe/m2oiaq.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Swan,https://www.ravelry.com/patterns/library/swan-7,stuffed toy,https://files.catbox.moe/k1kpzt.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Swan,https://www.ravelry.com/patterns/library/swan-7,stuffed toy,https://files.catbox.moe/k1kpzt.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Snowshoe Hare,https://www.ravelry.com/patterns/library/snowshoe-hare,stuffed toy,https://files.catbox.moe/aeyfby.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Sloth,https://www.ravelry.com/patterns/library/sloth-25,stuffed toy,https://files.catbox.moe/pq8gou.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Sitting Kitten,https://www.ravelry.com/patterns/library/sitting-kitten,stuffed toy,https://files.catbox.moe/pu2gfn.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Sitting Kitten,https://www.ravelry.com/patterns/library/sitting-kitten,,https://files.catbox.moe/pu2gfn.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Siamese Cat,https://www.ravelry.com/patterns/library/siamese-cat-11,stuffed toy,https://files.catbox.moe/tlag7b.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Siamese Cat,https://www.ravelry.com/patterns/library/siamese-cat-11,,https://files.catbox.moe/tlag7b.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Rhino Baby,https://www.ravelry.com/patterns/library/rhino-baby,stuffed toy,https://files.catbox.moe/d6zcmj.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Reindeer,https://www.ravelry.com/patterns/library/reindeer-69,stuffed toy,https://files.catbox.moe/35n3jz.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Reindeer,https://www.ravelry.com/patterns/library/reindeer-69,,https://files.catbox.moe/35n3jz.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Red Squirrel,https://www.ravelry.com/patterns/library/red-squirrel-4,stuffed toy,https://files.catbox.moe/55z4y3.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Red Squirrel,https://www.ravelry.com/patterns/library/red-squirrel-4,,https://files.catbox.moe/55z4y3.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Ratty,https://www.ravelry.com/patterns/library/ratty,stuffed toy,https://files.catbox.moe/534gq6.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Racoon,https://www.ravelry.com/patterns/library/racoon-2,stuffed toy,https://files.catbox.moe/ink376.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Racoon,https://www.ravelry.com/patterns/library/racoon-2,stuffed toy,https://files.catbox.moe/ink376.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Rabbit Doll,https://www.ravelry.com/patterns/library/rabbit-doll,stuffed toy,https://files.catbox.moe/j0y5kk.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Pooh Bear,https://www.ravelry.com/patterns/library/pooh-bear-4,stuffed toy,https://files.catbox.moe/6ywee4.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Pooh Bear,https://www.ravelry.com/patterns/library/pooh-bear-4,,https://files.catbox.moe/6ywee4.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Polar Bear,https://www.ravelry.com/patterns/library/polar-bear-53,stuffed toy,https://files.catbox.moe/2d7br4.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Pixie Friend,https://www.ravelry.com/patterns/library/pixie-friend,stuffed toy,https://files.catbox.moe/xhegui.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Pixie Friend,https://www.ravelry.com/patterns/library/pixie-friend,,https://files.catbox.moe/xhegui.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Piglet,https://www.ravelry.com/patterns/library/piglet-18,stuffed toy,https://files.catbox.moe/25gm87.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Pheasant,https://www.ravelry.com/patterns/library/pheasant-6,stuffed toy,https://files.catbox.moe/jsd3rq.pdf,,,
Designer A–F,claire-garland-dot-pebbles,Pheasant,https://www.ravelry.com/patterns/library/pheasant-6,,https://files.catbox.moe/jsd3rq.pdf,,,
